Turbine_ID,Status.Summary,X.coordinate,Y.coordinate,Old.Ref.ID,Ref.ID,Record.Last.Updated..dd.mm.yyyy.,Operator..or.Applicant.,Site.Name,Capacity,RO.Banding..ROC.MWh.,FiT.Tariff..p.kWh.,CfD.Capacity..MW.,Turbine.Capacity..MW.,No..of.Turbines,Height.of.Turbines..m.,Development.Status,Development.Status..short.,Address,County,Region,Country,Post.Code,Planning.Authority,Planning.Application.Reference,Appeal.Reference,Secretary.of.State.Reference,Type.of.Secretary.of.State.Intervention,Judicial.Review,Planning.Application.Submitted,Planning.Application.Withdrawn,Planning.Permission.Refused,Appeal.Lodged,Appeal.Withdrawn,Appeal.Refused,Appeal.Granted,Planning.Permission.Granted,Secretary.of.State...Intervened,Secretary.of.State...Refusal,Secretary.of.State...Granted,Planning.Permission.Expired,Under.Construction,Operational,Size,Year,Airports,AONB,ARoads,BRoads,HCoast,HVpowerline,MilitarySites,MinRoads,Motorways,NationalParks,NNR,Powerlines,PrimaryRoads,Railway,RAMSAR,SACS,SPA,SSSI,UrbanRegions,Slope,UKElevation,WindSpeed45,Authority,Code,Type,Council_si,Con,Lab,LD,Other,SNP_PC,Control,Majority,Con_share,Lab_share,LD_share,Oth_share,SNP_PC_sha,CensusMerged,PoliticalMerged,AgeTotal,AgeMean,AgeMedian,QualTotal,QualLevel4,QualPercL4,SocGrdTot,SocGrdAB,TenureTotal,TenureOwned,PercOwn,lon,lat,Est_Turbine.Capacity..MW.,Est_UrbanRegions,Est_AONB,Est_NationalParks,Est_RAMSAR,Est_SPA,Est_QualPercL4,Est_AgeMean,Est_year,Site Score
L_0093,Refused/Abandoned,291400,194500,10010W5,2631,08/10/2013,AMEC,Ogmore & Garw,12,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Nant Y Moel, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,NA,Bridgend County Borough Council,P/01/887,NA,NA,NA,NA,28/09/2001,NA,13/03/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2001,29.999,28.77,0.707,4.618,45.142,7.717,12.265,1.476,11.61,12.35,15.267,7.717,11.443,3.318,19.387,8.08,33.609,1.103,1.519,5.899760723,550,9,Bridgend,7004,13,54,1,40,6,5,2,Lab,28,1.851851852,74.07407407,11.11111111,9.259259259,3.703703704,W01000978,Pen-y-bont ar Ogwr - Bridgend,1789,39.5,39,1443,168,12,561,6.4,774,551,71,-3.570721442,51.63878541,0.371174761,0.497644779,0.50458628,0.437287454,0.499688149,0.43484535,0.621155664,0.544149061,0.704742659,0.603464374
L_0094,Refused/Abandoned,305300,236100,10011W4,2632,29/03/2005,WINDJEN POWER LTD,Llethercynnon Farm Wind Farm,7.1,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Nr Garthbrengy, Powys",Powys,Wales,Wales,NA,Powys County Council,B/01/0111,NA,NA,NA,NA,18/04/2000,NA,22/01/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2000,43.513,43.048,8.843,2.335,87.783,2.527,7.806,0.075,51.53,5.368,14.196,2.527,4.911,15.681,44.545,2.174,25.76,2.173,1.909,4.187444687,336,7,Powys,7017,13,73,1,6,6,60,0,Ind,37,1.369863014,8.219178082,8.219178082,82.19178082,0,W01000440,Powys - Powys,1350,43.9,47,1121,387,35,366,24.9,546,439,80,-3.38132076,52.01521633,0.371174761,0.513451135,0.535694666,0.424861892,0.552647197,0.458302014,0.441969892,0.485048728,0.728409984,0.504198326
L_0095,Refused/Abandoned,292300,194500,10011W5,2633,31/08/2010,AMEC,Werfa,47.5,NA,NA,NA,2.5,19,NA,Appeal Refused,Application Refused,"Nant Y Moel, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,NA,Bridgend County Borough Council,P/01/887/FUL,NA,NA,NA,NA,28/09/2001,NA,13/03/2002,NA,NA,25/08/2004,NA,NA,NA,NA,NA,NA,NA,NA,Large,2001,29.585,29.641,0.452,3.83,45.143,8.056,11.403,1.444,11.645,12.008,15.064,8.056,11.113,3.704,20.287,7.92,34.224,0.728,1.293,4.098033905,502,8,Bridgend,7004,13,54,1,40,6,5,2,Lab,28,1.851851852,74.07407407,11.11111111,9.259259259,3.703703704,W01001024,Pen-y-bont ar Ogwr - Bridgend,1144,39.8,41,939,115,12,371,7,507,361,71,-3.557721193,51.63895865,0.537558011,0.488485326,0.50648745,0.436676843,0.501589703,0.43301831,0.621155664,0.540140038,0.704742659,0.740796441
L_0096,Refused/Abandoned,457347,143175,C1525,4100,13/01/2015,Woodmancott Wind Farm Ltd,Woodmancott Down,18,NA,NA,NA,3,6,NA,Planning Permission Refused,Application Refused,"Land At Woodmancott, Grid Ref: 457347 143175 Popham Milchedever Hampshire",Hampshire,South East,England,NA,Basingstoke and Deane Borough Council,13/00844/FUL,NA,NA,NA,NA,14/06/2013,NA,26/06/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2013,3.561,7.921,1.836,3.46,49.686,11.964,12.211,1.083,1.575,10.332,18.51,11.964,2.478,5.508,31.18,7.81,22.033,5.1,0.916,2.484986067,162,7,Basingstoke & Deane,1701,1,60,32,14,11,3,NA,Con,31,53.33333333,23.33333333,18.33333333,5,NA,E01022561,Basingstoke and Deane District (B),1467,42.3,46,1185,448,38,451,39.2,608,318,52,-1.180869908,51.18493541,0.571029996,0.473226291,0.4591639,0.433687298,0.524585071,0.469511741,0.418708084,0.50657846,0.370742007,0.232554018
L_0097,Refused/Abandoned,191300,200500,10050W5,2638,29/10/2001,THREE WAY WIND LTD/ TXU Europower Ltd,Rhoscrowther Wind Cluster,2.2,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Angle, Pembroke, Dyfed",Dyfed,Wales,Wales,NA,Pembrokeshire County Council,NA,NA,NA,NA,NA,30/11/1999,NA,12/04/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1999,48.837,48.736,5.597,0.325,56.699,2.452,2.095,0.669,65.953,0.267,6.914,2.452,5.251,4.697,49.811,1.176,1.22,1.176,1.508,1.196781278,57,7,Pembrokeshire,7016,13,60,3,13,2,3,39,Ind,31,5,21.66666667,3.333333333,5,65,W01000574,Sir Benfro - Pembrokeshire,1877,43.5,46,1577,440,28,528,20.3,791,562,71,-5.019153922,51.6644212,0.371174761,0.497198878,0.548023977,0.4158426,0.563622548,0.532358617,0.497070204,0.490429081,0.750850874,0.660448643
L_0098,Refused/Abandoned,192300,232800,10095W3,2640,04/07/2001,RWE npower,Jordanston Wind Farm,9.8,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,Land at Jordanston south of Fishguard Dyfed,Dyfed,Wales,Wales,NA,Pembrokeshire County Council,97/520,NA,NA,NA,NA,30/09/1997,NA,01/09/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1997,35.693,62.254,1.272,2.212,87.148,17.605,9.095,0.11,70.078,3.346,1.31,17.605,2.145,0.595,59.043,1.069,12.676,1.069,0.568,1.840120792,98,7,Pembrokeshire,7016,13,60,0,11,3,42,4,Ind,31,0,18.33333333,5,70,6.666666667,W01000617,Sir Benfro - Pembrokeshire,1487,42.1,45,1191,344,29,428,16.4,615,455,74,-5.024081069,51.95479837,0.371174761,0.459184634,0.577063404,0.42128037,0.582708073,0.497765643,0.489162874,0.509269598,0.791885021,0.704669181
L_0099,Refused/Abandoned,200700,232500,10099W3,2641,14/04/2005,RWE npower,Trenewydd Wind Farm,6.3,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,Mynydd Trenewydd near Fishguard Dyfed,Dyfed,Wales,Wales,NA,Pembrokeshire County Council,NA,NA,NA,NA,NA,01/02/1999,NA,01/10/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1999,28.642,55.885,6.921,0.972,85.221,15.381,16.127,0.446,62.211,1.034,9.004,15.381,5.163,1.239,52.111,1.485,18.965,1.485,2.139,5.056678295,317,8,Pembrokeshire,7016,13,60,3,13,2,3,39,Ind,31,5,21.66666667,3.333333333,5,65,W01000562,Sir Benfro - Pembrokeshire,1696,46.4,50,1449,411,28,451,14.2,736,579,79,-4.901834268,51.95517934,0.371174761,0.522762259,0.56343517,0.417195325,0.56839735,0.478763037,0.497070204,0.451549015,0.750850874,0.618762797
L_0100,Refused/Abandoned,524281,308071,B1002,4550,02/09/2015,FCC Environment,Hundred Road Wind Turbines,6,NA,NA,NA,3,2,NA,Appeal Withdrawn,Application Refused,"March Landfill site on Hundred Road, Cambridgeshire",Cambridgeshire,Eastern,England,NA,Fenland District Council,F/YR11/0444/F,APP/D0515/W/15/3032548,NA,NA,NA,08/06/2011,NA,13/11/2014,30/06/2015,20/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2011,13.394,39.076,5.99,1.027,57.733,4.285,12.119,0.271,17.175,98.32,13.077,4.285,0.803,6.029,9.192,9.734,9.192,4.55,1.113,0.290249705,2,6,Peterborough,525,11,57,38,6,3,10,NA,Con,29,66.66666667,10.52631579,5.263157895,17.54385965,NA,E01015630,City of Peterborough (B),1539,40.1,42,1256,262,21,471,21.9,612,477,78,-0.164081518,52.65613111,0.571029996,0.481195415,0.527058096,0.591869735,0.478161612,0.508299063,0.552241771,0.536125813,0.426568661,0.647362287
L_0101,Refused/Abandoned,200700,232500,10149W3,2643,14/04/2005,South Wales Power Ltd. / SWALEC / National Windpower Ltd,Cilciffeth 'A' Wind Farm,7.8,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Mynydd Cilciffeth
near Fishguard
Dyfed",Dyfed,Wales,Wales,NA,Pembrokeshire County Council,NA,NA,NA,NA,NA,01/02/1999,NA,01/10/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1999,28.642,55.885,6.921,0.972,85.221,15.381,16.127,0.446,62.211,1.034,9.004,15.381,5.163,1.239,52.111,1.485,18.965,1.485,2.139,5.056678295,317,8,Pembrokeshire,7016,13,60,3,13,2,3,39,Ind,31,5,21.66666667,3.333333333,5,65,W01000562,Sir Benfro - Pembrokeshire,1696,46.4,50,1449,411,28,451,14.2,736,579,79,-4.901834268,51.95517934,0.371174761,0.522762259,0.56343517,0.417195325,0.56839735,0.478763037,0.497070204,0.451549015,0.750850874,0.618762797
L_0102,Refused/Abandoned,630120,149980,B0714,3372,29/10/2015,RES,Barville Farm Wind Turbine,1.5,NA,NA,NA,1.5,1,NA,Appeal Refused,Application Refused,Tilmanstone,Kent,South East,England,NA,Dover District Council,13/00914,APP/X2220/W/14/3000041,NA,NA,NA,26/10/2013,NA,15/08/2014,01/10/2014,NA,12/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,Large,2013,15.751,5.5,5.57,6.214,7.63,1.933,7.717,0.378,15.227,85.529,4.874,1.933,0.163,1.662,5.051,4.922,7.654,4.922,0.672,3.38368845,54,6,Dover,2204,1,45,26,19,0,0,NA,Con,23,57.77777778,42.22222222,0,0,NA,E01024200,Dover District,1751,45.3,48,1480,423,29,493,25.6,715,586,82,1.292762711,51.20265529,0.469895753,0.463375225,0.453918799,0.569270828,0.469436577,0.512947216,0.489162874,0.466252905,0.370742007,0.261289891
L_0103,Refused/Abandoned,201000,232500,10157W3,2646,14/04/2005,South Wales Power Ltd. / SWALEC / National Windpower Ltd,Cilciffeth 'B' Wind Farm,7.8,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Mynydd Cilciffeth
near Fishguard
Dyfed",Dyfed,Wales,Wales,NA,Pembrokeshire County Council,NA,NA,NA,NA,NA,01/02/1999,NA,01/10/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1999,28.398,55.675,7.207,0.895,85.177,15.368,16.406,0.736,61.937,0.94,8.875,15.368,5.236,1.538,51.877,1.408,19.225,1.408,1.919,3.251201391,329,8,Pembrokeshire,7016,13,60,3,13,2,3,39,Ind,31,5,21.66666667,3.333333333,5,65,W01000562,Sir Benfro - Pembrokeshire,1696,46.4,50,1449,411,28,451,14.2,736,579,79,-4.897474388,51.95528681,0.371174761,0.513856207,0.562984064,0.417029473,0.567912131,0.477978375,0.497070204,0.451549015,0.750850874,0.608494713
L_0104,Refused/Abandoned,211000,87500,11001W4,2648,16/02/2005,Worthyvale Manor Partnership,Worthy Vale Manor,10.1,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Worthyvale Manor
Camelford
Cornwall",Cornwall,South West,England,NA,Cornwall Council,NA,NA,NA,NA,NA,08/11/1993,NA,28/06/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1993,3.439,0.497,18.093,0.427,0.497,0.744,17.154,0.003,81.975,36.562,21.78,0.757,2.492,19.192,82.915,0.521,36.683,0.521,2.74,1.300990462,258,8,Cornwall,800,2,79,6,8,41,24,NA,LD,40,7.594936709,10.12658228,51.89873418,30.37974684,NA,E01018969,Cornwall,2250,48.3,52,1942,531,27,615,21.3,1011,795,79,-4.675250656,50.65643466,0.371174761,0.547001847,0.443113415,0.480890974,0.630800265,0.425731777,0.504979,0.426363611,0.858473107,0.73707684
L_0105,Refused/Abandoned,307500,210500,N00231W,3208,08/10/2013,BHEARA Ltd,Merthyr Common,24.3,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Land at Merthyr Common, North of Pengarnddu Industrial Estate, Pengarndduville",Mid Glamorgan,Wales,Wales,NA,Merthyr Tydfil County Borough Council,P/04/0361,NA,NA,NA,NA,12/08/2004,NA,15/11/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2004,28.422,38.607,3.128,3.131,63.044,1.287,12.084,1.14,28.557,0.635,10.965,1.295,2.162,1.061,35.383,9.594,35.383,1.359,1.428,5.222993851,484,8,Merthyr Tydfil,7012,13,33,0,17,0,16,0,Lab,17,0,51.51515152,0,48.48484848,0,W01001296,Merthyr Tudful - Merthyr Tydfil,1677,40.4,42,1407,287,20,490,14.5,651,515,79,-3.342395225,51.78548576,0.371174761,0.493956145,0.526037149,0.416491469,0.533435223,0.42958014,0.560050867,0.532106902,0.627201621,0.467168527
L_0106,Refused/Abandoned,215700,90500,11008W4,2650,16/02/2005,Otterham Wind Farm Ltd - Powergen Renewables,Otterham Down Wind Farm,7.4,NA,NA,NA,0,5,NA,Planning Permission Refused,Application Refused,"Rose Park Farm
Otterham Down
Camelford
North Cornwall",Cornwall,South West,England,NA,Cornwall Council,2002/0998,NA,NA,NA,NA,20/05/2002,NA,21/01/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2002,4.709,0.093,15.585,1.312,1.847,0.304,20.117,0.151,77.32,32.75,21.918,0.312,0.001,15.335,78.21,3.406,35.112,0.805,0.851,1.47984612,244,8,Cornwall,800,2,79,9,9,36,25,NA,NOC,40,11.39240506,11.39240506,45.56962025,31.64556962,NA,E01018968,Cornwall,2515,46.4,50,2121,506,24,671,17.4,1002,810,81,-4.610326843,50.68489177,0.371174761,0.470599675,0.442243069,0.473989309,0.621492457,0.430383465,0.528674649,0.451549015,0.679919171,0.455246679
L_0107,Refused/Abandoned,629616,153332,C2313,3381,29/10/2015,RES,Thornton Lane,1.5,NA,NA,NA,1.5,1,NA,Appeal Refused,Application Refused,"Land at Thornton Lane, Eastry, Sandwich",Kent,South East,England,CT13 0ET,Dover District Council,13/00927,APP/X2220/W/14/3000040,NA,NA,NA,02/11/2013,NA,10/06/2014,01/10/2014,NA,12/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,Large,2013,12.489,6.803,4.14,5.747,9.949,0.205,11.106,0.236,17.792,86.938,7.716,0.223,1.079,3.544,3.185,6.222,6.215,3.19,0.774,3.716247797,38,6,Dover,2204,1,45,26,19,0,0,NA,Con,23,57.77777778,42.22222222,0,0,NA,E01024200,Dover District,1751,45.3,48,1480,423,29,493,25.6,715,586,82,1.287705458,51.23294915,0.469895753,0.467490262,0.456740555,0.571776221,0.465510716,0.517294159,0.489162874,0.466252905,0.370742007,0.269039863
L_0108,Refused/Abandoned,266200,137700,11030W5,2654,14/03/2003,THE OLD RACECOURSE WINDFARM LTD,The Old Racecourse,2.2,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Bratton Fleming, North Devon",Devon,South West,England,NA,North Devon District Council,29679,NA,NA,NA,NA,01/08/2000,NA,18/12/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2000,15.477,8.1,0.182,3.986,8.1,10.21,15.477,0.291,45.483,2.929,17.884,10.21,8.109,8.447,52.325,5.349,52.328,3.565,0.831,2.752295732,318,8,North Devon,1104,1,44,5,0,26,13,NA,LD,23,11.36363636,0,59.09090909,29.54545455,NA,E01020088,North Devon District,2117,43.7,46,1712,499,29,563,24,819,608,74,-3.913262145,51.1229133,0.371174761,0.469791806,0.459552078,0.420542763,0.568840983,0.38024617,0.489162874,0.487738549,0.728409984,0.369151181
L_0109,Refused/Abandoned,252600,143600,11049W5,2655,14/03/2003,Farm Energy,Hore Down Windfarm,2.2,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Ilfracombe, North Devon",Devon,South West,England,NA,North Devon District Council,29678,NA,NA,NA,NA,01/08/2000,NA,19/12/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2000,8.98,1.105,0.522,1.172,1.105,12.316,8.98,0.47,47.438,6.147,30.937,12.316,12.233,11.532,49.088,8.062,45.654,4.489,1.314,3.504586458,230,9,North Devon,1104,1,44,5,0,26,13,NA,LD,23,11.36363636,0,59.09090909,29.54545455,NA,E01020108,North Devon District,2308,44.2,47,1918,522,27,638,21,964,720,75,-4.109876821,51.17259009,0.371174761,0.489336194,0.4444239,0.426243847,0.562119116,0.399443197,0.504979,0.481015668,0.728409984,0.39997842
L_0110,Refused/Abandoned,361570,617476,N00244W,3213,30/07/2010,WINDJEN POWER LTD,Dunion Hill Wind Farm,18.4,NA,NA,NA,2.3,8,NA,Planning Permission Refused,Application Refused,"Land South West of Dunion Hill, Jedburgh, Scottish Borders",Borders,Scotland,Scotland,NA,Scottish Borders Council,05/02336/FUL,08/00011/REF,NA,NA,NA,24/01/2006,NA,11/09/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2006,25.169,13.578,3.178,1.418,51.232,12.309,20.602,1.434,55.07,13.49,13.3,12.309,3.429,19.034,22.712,1.619,22.715,3.707,1.23,2.681807756,288,8,Scottish Borders,8005,12,34,11,0,8,13,2,NOC,18,32.35294118,0,23.52941176,38.23529412,5.882352941,S01005364,Scottish Borders,911,46.6,50,791,234,30,593,21.1,399,282,71,-2.609116603,55.44962896,0.524056383,0.485933141,0.47145313,0.439324188,0.506712951,0.467457846,0.481260963,0.448883886,0.571276285,0.376930105
L_0111,Refused/Abandoned,534500,424000,12041W4,2662,05/08/2005,RES,Eastfield Farm Wind Farm,11.4,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,Hollym Holderness,Humberside,Yorkshire and Humber,England,NA,East Riding of Yorkshire Council,347/10029A,NA,NA,NA,NA,08/09/1998,NA,11/09/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1998,1.301,23.04,0.688,2.641,8.322,3.469,28.922,0.858,32.15,70.219,11.418,3.469,15.231,14.771,4.559,4.833,4.559,3.622,0.839,0.290249705,9,7,East Riding Of Yorkshire,2021,11,67,19,22,20,6,NA,NOC,34,28.35820896,32.8358209,29.85074627,8.955223881,NA,E01013079,East Riding of Yorkshire,1516,47.7,51,1321,264,20,427,15.9,686,573,84,0.035618554,53.6951274,0.371174761,0.470114935,0.492078398,0.541845182,0.468401075,0.52229334,0.560050867,0.434282071,0.772017874,0.636639673
L_0112,Refused/Abandoned,393500,416500,12042W4,2663,08/12/2004,Eastern Wind Farms Ltd/ RES,Great Hill Wind Farm,10.1,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Littleborough
Rochdale",Greater Manchester,North West,England,NA,Rochdale Borough Council,NA,NA,NA,NA,NA,02/06/1999,NA,22/03/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1999,17.559,23.86,0.294,0.509,127.048,1.367,24.292,0.119,2.721,10.6,30.763,1.37,0.168,0.347,37.074,0.417,1.852,0.417,0,0.650579095,150,5,Rochdale,4805,5,60,6,35,19,0,NA,Lab,31,10,58.33333333,31.66666667,0,NA,E01005522,Rochdale District (B),1344,39.9,39,1110,217,20,497,13.1,658,400,61,-2.099798893,53.64496685,0.371174761,0.436414463,0.493868114,0.434165022,0.536990306,0.530455248,0.560050867,0.538802515,0.750850874,0.647974876
L_0113,Refused/Abandoned,389200,422200,12043W4,2664,08/10/2013,RES,Hogshead Wind Farm,7.1,NA,NA,NA,0,0,NA,Planning Permission Refused,Application Refused,"Bacup
Lancashire",Lancashire,North West,England,NA,Rossendale Borough Council,NA,NA,NA,NA,NA,01/06/1999,NA,21/02/2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1999,23.264,16.86,0.785,5.415,125.079,0.656,25.648,0.759,9.861,17.681,37.829,0.663,4.032,3.871,40.283,4.377,4.377,2.498,0.573,1.563325882,436,8,Rossendale,2311,1,36,15,21,0,0,NA,Lab,19,41.66666667,58.33333333,0,0,NA,E01025359,Rossendale District (B),1634,42.8,45,1381,354,26,524,18.9,708,575,81,-2.165044168,53.69612705,0.371174761,0.459385978,0.478599787,0.446828938,0.543726142,0.522842513,0.512885306,0.499849286,0.750850874,0.585153076
L_0114,Refused/Abandoned,418500,404500,12057W3,2667,30/10/2011,Hepworth Building Products Limited,Hepworth Clay Pipeworks Wind Farm,3.4,NA,NA,NA,0,3,NA,Planning Permission Refused,Application Refused,"Hepworth Clay Pipeworks
Land off Flint Lane
Crow Edge, Stocksbridge
South Yorkshire",South Yorkshire,Yorkshire and Humber,England,NA,Barnsley Council,NA,NA,NA,NA,NA,01/07/1994,NA,03/12/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,1994,11.612,41.358,0.136,0.765,117.779,1.717,16.97,0.987,12.473,1.763,18.288,1.717,3.141,4.929,47.793,3.305,3.305,3.305,0,5.62916851,315,7,Barnsley,5001,5,66,2,62,0,2,NA,Lab,34,3.03030303,93.93939394,0,3.03030303,NA,E01007426,Barnsley District (B),1558,43.8,46,1304,373,29,481,28.7,692,516,75,-1.722338528,53.53682773,0.371174761,0.436414463,0.532022305,0.418482187,0.55942341,0.526076036,0.489162874,0.48639354,0.843708022,0.702675251
L_0115,Refused/Abandoned,319500,257500,A0008,2668,04/07/2012,Bob Morgan,Pentre Tump,9.2,NA,NA,NA,3.07,3,NA,Planning Permission Refused,Application Refused,"Radnor, Presteigne, Powys. LD8",Powys,Wales,Wales,NA,Powys County Council,RAD/2002/0397,NA,NA,NA,NA,11/09/2002,NA,17/02/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2002,46.167,17.403,2.626,3.306,111.55,14.001,29.324,1.222,52.559,15.037,6.659,14.001,1.064,10.619,46.093,6.976,23.815,0.249,0.984,9.372596741,360,7,Powys,7017,13,73,1,6,7,59,0,Ind,37,1.369863014,8.219178082,9.589041096,80.82191781,0,W01000484,Powys - Powys,1562,47.1,51,1343,386,29,420,19.8,678,528,78,-3.179525653,52.20981736,0.575671736,0.47597572,0.47978311,0.442091331,0.555879345,0.464147465,0.489162874,0.442234217,0.679919171,0.590546434
L_0116,Refused/Abandoned,343894,552176,A0011,2670,07/02/2011,Bolsterstone Plc,Newlands Farm Wind,6.9,NA,NA,NA,2.3,3,NA,Appeal Refused,Application Refused,"Carelton, Carlisle, Cumbria. CA4 0AE",Cumbria,North West,England,NA,Carlisle City Council,08/0707,APP/E0915/A/09/2101659,NA,NA,NA,10/07/2008,NA,13/10/2008,NA,NA,15/03/2010,NA,NA,NA,NA,NA,NA,NA,NA,Large,2008,8.623,9.986,0.34,0.291,60.675,0.546,16.093,0.397,0.108,15.592,15.05,0.546,3.824,1.001,12.877,3.058,10.997,2.421,0.983,2.992569447,66,6,Carlisle,903,1,52,21,23,7,1,NA,NOC,27,40.38461538,44.23076923,13.46153846,1.923076923,NA,E01019213,Carlisle District (B),2737,41.8,43,2255,639,28,858,23.5,1155,931,81,-2.875585208,54.86120747,0.524056383,0.475935276,0.463644934,0.443084954,0.485937248,0.50284221,0.497070204,0.513305251,0.513469294,0.398518435
L_0117,Refused/Abandoned,377377,671362,AA087,4126,03/07/2014,Wind Direct,Kinegar Quarry,5,NA,NA,NA,2.5,2,NA,Planning Permission Refused,Application Refused,"Land South West Of Neuk Farm, Cockburnspath, Scottish Borders",Borders,Scotland,Scotland,NA,Scottish Borders Council,10/00364/FUL,NA,NA,NA,NA,12/03/2010,NA,15/09/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2010,32.302,31.812,1.956,11.855,24.741,2.443,34.109,0.201,59.192,39.445,13.601,2.444,0.531,0.378,12.4,6.157,5.343,0.717,0.044,0.649392009,67,7,Scottish Borders,8005,12,34,11,0,10,7,6,NOC,18,32.35294118,0,29.41176471,20.58823529,17.64705882,S01005489,Scottish Borders,962,42.7,46,801,221,28,633,17.1,428,261,61,-2.363691612,55.93478105,0.537558011,0.438170055,0.511225252,0.486115666,0.484930277,0.519927073,0.497070204,0.501195194,0.455299703,0.410167653
L_0118,Refused/Abandoned,397658,410494,N00261W,3221,16/09/2005,E. ON UK Renewables,Denshaw Windfarm,10.5,NA,NA,NA,0,7,NA,Planning Permission Refused,Application Refused,"Land off Huddersfield Road,
Denshaw",Greater Manchester,North West,England,NA,Oldham Council,PA46136-03,NA,NA,NA,NA,04/12/2003,NA,23/02/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large,2003,13.525,31.121,0.016,2.038,129.717,1.353,21.898,0.23,3.925,3.761,23.526,1.354,5.042,3.307,34.64,1.337,1.337,1.337,0,7.147203445,278,7,Oldham,4804,5,60,2,33,25,0,NA,Lab,31,3.333333333,55,41.66666667,0,NA,E01005414,Oldham District (B),1295,42.5,45,1066,414,39,381,36.2,525,433,82,-2.036854434,53.59101962,0.371174761,0.436414463,0.509717452,0.422014787,0.531872077,0.532006322,0.411028542,0.50388694,0.65403321,0.354843124
L_0119,Refused/Abandoned,471305,383536,B1409,4292,04/04/2016,Sir Jack Whitaker,Smeath Road Wind Turbines,1,NA,NA,NA,0.5,2,NA,Appeal Refused,Application Refused,Smeath Road Retford Nottinghamshire,Nottinghamshire,East Midlands,England,NA,Bassetlaw District Council,14/00853/RSB,APP/A3010/W/15/3133065,NA,NA,NA,07/07/2014,NA,20/07/2015,15/09/2015,NA,16/03/2016,NA,NA,NA,NA,NA,NA,NA,NA,Large,2014,11.631,40.322,1.806,1.878,73.596,0.644,13.787,0.229,10.057,40.845,16.831,0.648,6.493,1.86,29.95,15.623,20.229,1.055,1.312,0.580484509,12,6,Bassetlaw,3002,1,48,10,35,0,3,NA,Lab,25,20.83333333,72.91666667,0,6.25,NA,E01028005,Bassetlaw District,1892,46.8,51,1629,482,30,527,29.2,822,684,83,-0.930442898,53.34392424,0.403322281,0.489255156,0.529769342,0.488653969,0.521991917,0.474949423,0.481260963,0.446221689,0.343977251,0.19822742
